Global_active_power,Global_reactive_power,Voltage,Global_intensity,hour,dayofweek,month,pf_lag1,pf_lag96,pf_rolling_mean_96,pf_rolling_std_96
0.095585084,0.272577997,0.621452145,0.096153846,0.608695652,0.833333333,0.090909091,0.958569923,1,0.898467265,0.251461224
0.370124303,0,0.525742574,0.346153846,0.608695652,0.833333333,0.090909091,0.847125223,0.997580832,0.898513865,0.251501132
0.31483069,0.106732348,0.594719472,0.298076923,0.652173913,0.833333333,0.090909091,1,0.994169769,0.898575472,0.251551036
0.521003,0.417077176,0.544884488,0.490384615,0.652173913,0.833333333,0.090909091,0.997368085,0.997404212,0.898338785,0.251375281
0.207672525,0.32183908,0.736633663,0.192307692,0.652173913,0.833333333,0.090909091,0.985116736,0.988495617,0.897555656,0.251064472
0.238962709,0.461412151,0.646534653,0.230769231,0.652173913,0.833333333,0.090909091,0.947840075,0.968239445,0.896615916,0.251031792
0.25289327,0.438423645,0.539933993,0.245192308,0.695652174,0.833333333,0.090909091,0.919453523,0.997127523,0.895405673,0.250576608
0.243034719,0.417077176,0.559405941,0.235576923,0.695652174,0.833333333,0.090909091,0.934298597,0.896262936,0.896166017,0.25028887
0.554650664,0.532019704,0.517491749,0.528846154,0.695652174,0.833333333,0.090909091,0.935735675,0.523501243,0.904933611,0.223197848
0.225889413,0.441707718,0.601650165,0.216346154,0.695652174,0.833333333,0.090909091,0.978664544,0.919504092,0.904900628,0.223213058
0.081440206,0.346469622,0.659405941,0.086538462,0.739130435,0.833333333,0.090909091,0.917791818,1,0.899060904,0.232531399
0.116373768,0.42364532,0.591749175,0.120192308,0.739130435,0.833333333,0.090909091,0.696834951,0.730244209,0.89956804,0.2308737
0.188598371,0.307060755,0.508250825,0.182692308,0.739130435,0.833333333,0.090909091,0.756571776,1,0.8984706,0.230351128
0.249249893,0.201970443,0.425082508,0.240384615,0.739130435,0.833333333,0.090909091,0.943027188,0.978636101,0.898598218,0.230434456
0.273896271,0.366174056,0.413531353,0.264423077,0.782608696,0.833333333,0.090909091,0.985261294,0.909131129,0.899581598,0.230305012
0.289541363,0.252873563,0.369306931,0.278846154,0.782608696,0.833333333,0.090909091,0.960182629,0.98979788,0.899445762,0.230207767
0.305615088,0.172413793,0.476567657,0.288461538,0.782608696,0.833333333,0.090909091,0.982746049,0.978946704,0.899711472,0.230395923
0.63373339,0.425287356,0.312211221,0.615384615,0.782608696,0.833333333,0.090909091,0.992740836,1,0.899508397,0.230222427
0.590441492,0.449917898,0.366336634,0.576923077,0.826086957,0.833333333,0.090909091,0.989457527,0.984632139,0.899543508,0.230247139
0.650021432,0.205254516,0.354125413,0.634615385,0.826086957,0.833333333,0.090909091,0.986454905,0.992207197,0.899648431,0.230337149
0.402271753,0.323481117,0.497359736,0.394230769,0.826086957,0.833333333,0.090909091,0.997654199,0.989955588,0.899555309,0.230268624
0.243891985,0.279146141,0.624752475,0.230769231,0.826086957,0.833333333,0.090909091,0.985121226,0.990587047,0.899175346,0.230030771
0.285255036,0.170771757,0.549174917,0.269230769,0.869565217,0.833333333,0.090909091,0.970861543,0.997349101,0.899069619,0.229940078
0.232961852,0.180623974,0.521782178,0.221153846,0.869565217,0.833333333,0.090909091,0.991860345,0.995928396,0.89888912,0.229794966
0.25525075,0.19047619,0.489438944,0.240384615,0.869565217,0.833333333,0.090909091,0.986557931,1,0.898647693,0.229590334
0.278825547,0.123152709,0.56369637,0.269230769,0.869565217,0.833333333,0.090909091,0.987466481,0.99695927,0.898620865,0.229566429
0.294899271,0.180623974,0.561386139,0.274038462,0.913043478,0.833333333,0.090909091,0.995566502,1,0.898456475,0.229421202
0.335833691,0.203612479,0.501320132,0.336538462,0.913043478,0.833333333,0.090909091,0.991465815,0.997402156,0.898344342,0.229324256
0.262537505,0.142857143,0.535973597,0.245192308,0.913043478,0.833333333,0.090909091,0.991580848,1,0.898215348,0.229207928
0.241320189,0.075533662,0.575247525,0.225961538,0.913043478,0.833333333,0.090909091,0.993303357,0.996647537,0.898237372,0.229228012
0.29147021,0.055829228,0.499669967,0.274038462,0.956521739,0.833333333,0.090909091,0.997790933,0.997694931,0.898265642,0.229254347
0.309258465,0,0.640264026,0.283653846,0.956521739,0.833333333,0.090909091,0.999162504,0.98594712,0.898536335,0.229481579
0.308829833,0.055829228,0.592409241,0.288461538,0.956521739,0.833333333,0.090909091,1,0.997289017,0.89857414,0.229516558
0.26810973,0.052545156,0.599669967,0.25,0.956521739,0.833333333,0.090909091,0.999251632,0.982536486,0.898893725,0.229772256
0.278182598,0,0.638943894,0.259615385,1,0.833333333,0.090909091,0.999127485,0.99582929,0.898974063,0.229845749
0.545435062,0.045977011,0.527722772,0.509615385,1,0.833333333,0.090909091,1,1,0.898970855,0.22984271
0.521431633,0.124794745,0.461386139,0.495192308,1,0.833333333,0.090909091,0.99983345,0.997065764,0.899001566,0.229870758
0.267038148,0,0.605280528,0.25,1,0.833333333,0.090909091,0.998660092,0.994790637,0.899101911,0.229961547
0.156450922,0.045977011,0.614521452,0.144230769,0,1,0.090909091,1,0.999650349,0.899072456,0.229934185
0.059151307,0.187192118,0.636963696,0.0625,0,1,0.090909091,0.998121184,0.998354406,0.895842342,0.231383546
0.038362623,0.060755337,0.737293729,0.038461538,0,1,0.090909091,0.830665366,0.994535577,0.895177061,0.230983862
0.048435491,0.162561576,0.69339934,0.048076923,0,1,0.090909091,0.959997994,1,0.891721185,0.232643115
0.049507072,0.172413793,0.661056106,0.052884615,0.043478261,1,0.090909091,0.820590664,1,0.888005193,0.234704617
0.045220746,0.146141215,0.633333333,0.048076923,0.043478261,1,0.090909091,0.807086953,0.772653474,0.889219226,0.232079127
0.054650664,0.252873563,0.588448845,0.057692308,0.043478261,1,0.090909091,0.835679145,1,0.88297984,0.241850194
0.053364766,0.272577997,0.6669967,0.057692308,0.043478261,1,0.090909091,0.676086771,1,0.875677734,0.255450531
0.035362195,0.137931034,0.707590759,0.038461538,0.086956522,1,0.090909091,0.620916405,0.722339962,0.876909772,0.252191248
0.039648521,0.174055829,0.697359736,0.043269231,0.086956522,1,0.090909091,0.786300355,1,0.871657956,0.257347415
0.160094299,0.379310345,0.709240924,0.163461538,0.086956522,1,0.090909091,0.727355714,1,0.869440438,0.256845853
0.151521646,0.149425287,0.700330033,0.139423077,0.086956522,1,0.090909091,0.884879151,0.707669133,0.874669347,0.250186888
0.147663952,0.073891626,0.695049505,0.134615385,0.130434783,1,0.090909091,0.979124175,1,0.874565238,0.25007915
0.027218174,0.060755337,0.767656766,0.028846154,0.130434783,1,0.090909091,0.99459529,0.909351156,0.875002398,0.250020503
0.026360909,0.060755337,0.776237624,0.024038462,0.130434783,1,0.090909091,0.932046004,0.634520747,0.880670491,0.236762688
0.028932705,0.08045977,0.675577558,0.028846154,0.130434783,1,0.090909091,0.928775701,0.902777104,0.880497169,0.236858316
0.026789541,0.057471264,0.705610561,0.028846154,0.173913043,1,0.090909091,0.893779243,0.901613409,0.88118875,0.236711598
0.019074153,0,0.753135314,0.019230769,0.173913043,1,0.090909091,0.937516305,0.668224866,0.887579576,0.226160868
0.029361337,0.088669951,0.762706271,0.028846154,0.173913043,1,0.090909091,1,0.703073958,0.890895233,0.21776977
0.027003858,0.057471264,0.719141914,0.028846154,0.173913043,1,0.090909091,0.87520391,0.897232631,0.891685271,0.217485404
0.023146164,0,0.741914191,0.024038462,0.217391304,1,0.090909091,0.938246916,0.888446815,0.893834067,0.21767263
